
PHYS 	102 	40585 	  0.00 	Fundamentals of Physics II 	University City 	Olga  Kyzylova, Alexey Mihailovich Aprelev 	Lab 	09:00 am - 10:50 am 	T 	PHYS 101  Minimum Grade: D </span><span> and MATH 122  Minimum Grade: D  	Second of a four course sequence teaching fundamental physics to engineering and science majors.  Topics include: electrostatics, capacitors, charges in motion, insulators, semiconductors, conductors, superconductors, voltage and current measurements, magnetism, electromagnetic induction, magnetic materials, quantum dots, magnetic resonance phenomenon. 
PHYS 	102 	40586 	  0.00 	Fundamentals of Physics II 	University City 	Olga  Kyzylova, Alexey Mihailovich Aprelev 	Lab 	09:00 am - 10:50 am 	T 	PHYS 101  Minimum Grade: D </span><span> and MATH 122  Minimum Grade: D  	Second of a four course sequence teaching fundamental physics to engineering and science majors.  Topics include: electrostatics, capacitors, charges in motion, insulators, semiconductors, conductors, superconductors, voltage and current measurements, magnetism, electromagnetic induction, magnetic materials, quantum dots, magnetic resonance phenomenon. 
PHYS 	102 	40587 	  0.00 	Fundamentals of Physics II 	University City 	Andre M Goran, Alexey Mihailovich Aprelev 	Lab 	11:00 am - 12:50 pm 	T 	PHYS 101  Minimum Grade: D </span><span> and MATH 122  Minimum Grade: D  	Second of a four course sequence teaching fundamental physics to engineering and science majors.  Topics include: electrostatics, capacitors, charges in motion, insulators, semiconductors, conductors, superconductors, voltage and current measurements, magnetism, electromagnetic induction, magnetic materials, quantum dots, magnetic resonance phenomenon. 
BUSN 	102 	42603 	  4.00 	Foundations of Business II 	University City 	Eric E Rios 	Lecture, Lab & Recitation 	04:00 pm - 05:50 pm 	W 	BUSN 101  Minimum Grade: D  	Exposes students to the external environments (local, national, and international) within which business organizations operate. Continues to build on important managerial and communication issues. 
ENGL 	102 	40877 	  3.00 	Composition and Rhetoric II: The Craft of Persuasion 	Online 	Anne K Erickson 	Lecture 	 	TBD 	ENGL 101  Minimum Grade: D  	Teaches terminology and rhetorical strategies of persuasive writing. Advances students¿ development in the writing process, and promotes their critical evaluation and integration of varied sources as they research complex and open-ended problems. Engages them in the act and study of collaboration, rhetorical awareness of images and design, and an understanding of how genres shape writing. Continues to promote their critical reading of challenging texts. Supports students in ongoing reflective analysis about writing and their writing development. 
ENGL 	102 	41360 	  3.00 	Composition and Rhetoric II: The Craft of Persuasion 	Online 	Marshall  Warfield 	Lecture 	 	TBD 	ENGL 101  Minimum Grade: D  	Teaches terminology and rhetorical strategies of persuasive writing. Advances students¿ development in the writing process, and promotes their critical evaluation and integration of varied sources as they research complex and open-ended problems. Engages them in the act and study of collaboration, rhetorical awareness of images and design, and an understanding of how genres shape writing. Continues to promote their critical reading of challenging texts. Supports students in ongoing reflective analysis about writing and their writing development. 
SMT 	102 	42071 	  3.00 	Principles of Coaching II 	Online 	Amy  Giddings 	Lecture 	 	TBD 	SMT 101  Minimum Grade: D  	This course will examine the administrative side of coaching by approaching the profession from a business manager¿s standpoint.  The NCAA¿s Champs Life Skills model will be incorporated into the course.  Students will develop their own personal philosophies and strategies crucial for fostering development of student athletes outside of sport. 
PHIL 	102 	42464 	  3.00 	Introduction to Eastern Philosophy 	Online 	Roger John Magyar 	Lecture 	 	TBD 	 	Introduction to the main topics of study in Buddhist, Hindu and other systems of Eastern thought. 
PHYS 	102 	40589 	  4.00 	Fundamentals of Physics II 	University City 	Alexey Mihailovich Aprelev 	Lecture 	12:00 pm - 12:50 pm 	MW 	PHYS 101  Minimum Grade: D </span><span> and MATH 122  Minimum Grade: D  	Second of a four course sequence teaching fundamental physics to engineering and science majors.  Topics include: electrostatics, capacitors, charges in motion, insulators, semiconductors, conductors, superconductors, voltage and current measurements, magnetism, electromagnetic induction, magnetic materials, quantum dots, magnetic resonance phenomenon. 
JAPN 	103 	40134 	  4.00 	Japanese III 	University City 	Hiromi  Koyama 	Lecture & Lab 	06:00 pm - 07:50 pm 	MW 	JAPN 102  Minimum Grade: C  	Continues JAPN 102. Offered all terms. 
ENGL 	103 	40305 	  3.00 	Composition and Rhetoric III: Thematic Analysis Across Genres 	University City 	Algie V Williams 	Lecture 	11:00 am - 12:20 pm 	TR 	ENGL 102  Minimum Grade: D  	Teaches terminology and rhetorical strategies of writing analytically about a theme as it appears in a variety of genres.  Advances students¿ development in the writing and research processes, in their rhetorical awareness of images and design, and in their understanding of how genres of writing (poetry, drama, fiction, nonfiction argumentative, investigative, academic, business, reportorial) shape meaning. Continues to promote their critical reading of challenging texts. Supports students in ongoing reflective analysis about writing and their writing development. 
GER 	103 	40327 	  4.00 	German III 	University City 	Simone  Schlichting-Artur 	Lecture 	11:00 am - 11:50 am 	MTWR 	GER 102  Minimum Grade: C  	Continues GER 102. Offered all terms. 
ARTH 	103 	40934 	  3.00 	History of Art: Early to Late Modern 	University City 	Joseph Franklin Gregory 	Lecture 	02:00 pm - 03:20 pm 	TR 	 	Examines the history of modern painting and sculpture from 1850 to the present and the phenomenon of Modernism in terms of individual artists, movements, attitudes, and values. Movements to be covered include Impressionism, Symbolism, Expressionism, Cubism, Surrealism, Non-figurative Abstraction, the New York School, and Postmodernism. 
ENGL 	103 	40308 	  3.00 	Composition and Rhetoric III: Thematic Analysis Across Genres 	University City 	Marianallet  Mendez 	Lecture 	06:30 pm - 09:20 pm 	R 	ENGL 102  Minimum Grade: D  	Teaches terminology and rhetorical strategies of writing analytically about a theme as it appears in a variety of genres.  Advances students¿ development in the writing and research processes, in their rhetorical awareness of images and design, and in their understanding of how genres of writing (poetry, drama, fiction, nonfiction argumentative, investigative, academic, business, reportorial) shape meaning. Continues to promote their critical reading of challenging texts. Supports students in ongoing reflective analysis about writing and their writing development. 
SPAN 	103 	41834 	  4.00 	Spanish III 	University City 	Joanna  Lyskowicz 	Lecture 	02:00 pm - 03:50 pm 	MW 	SPAN 102  Minimum Grade: C  	Continues SPAN 102. Offered all terms. 
ANAT 	103 	40991 	  0.00 	Anatomy & Physiology III 	Center City 	Mary E Flynn 	Lab 	07:00 pm - 08:50 pm 	W 	ANAT 102  Minimum Grade: D  	This course is a continuation of ANAT 101 &amp; 102.  This course is a general study of the structures and physiology of the human body.  Fundamental concepts of microscopic tissue structure, gross structures of organs and body system organization are taught.  The course consists of both lab and lecture material.  The lecture deals with the general principles.  While in the lab, the student participates with practical examination of microscopic sections, tissues, organs and the anatomical layout of various animal cadavers.  The cardiovascular, lymphatic, respiratory, urinary and reproductive systems will be covered. 
ANAT 	103 	41361 	  0.00 	Anatomy & Physiology III 	Center City 	Mary E Flynn 	Lab 	07:00 pm - 08:50 pm 	W 	ANAT 102  Minimum Grade: D  	This course is a continuation of ANAT 101 &amp; 102.  This course is a general study of the structures and physiology of the human body.  Fundamental concepts of microscopic tissue structure, gross structures of organs and body system organization are taught.  The course consists of both lab and lecture material.  The lecture deals with the general principles.  While in the lab, the student participates with practical examination of microscopic sections, tissues, organs and the anatomical layout of various animal cadavers.  The cardiovascular, lymphatic, respiratory, urinary and reproductive systems will be covered. 
ANAT 	103 	42649 	  0.00 	Anatomy & Physiology III 	Center City 	Mary E Flynn 	Lab 	07:00 pm - 08:50 pm 	M 	ANAT 102  Minimum Grade: D  	This course is a continuation of ANAT 101 &amp; 102.  This course is a general study of the structures and physiology of the human body.  Fundamental concepts of microscopic tissue structure, gross structures of organs and body system organization are taught.  The course consists of both lab and lecture material.  The lecture deals with the general principles.  While in the lab, the student participates with practical examination of microscopic sections, tissues, organs and the anatomical layout of various animal cadavers.  The cardiovascular, lymphatic, respiratory, urinary and reproductive systems will be covered. 
ANAT 	103 	42650 	  0.00 	Anatomy & Physiology III 	Center City 	Mary E Flynn 	Lab 	07:00 pm - 08:50 pm 	M 	ANAT 102  Minimum Grade: D  	This course is a continuation of ANAT 101 &amp; 102.  This course is a general study of the structures and physiology of the human body.  Fundamental concepts of microscopic tissue structure, gross structures of organs and body system organization are taught.  The course consists of both lab and lecture material.  The lecture deals with the general principles.  While in the lab, the student participates with practical examination of microscopic sections, tissues, organs and the anatomical layout of various animal cadavers.  The cardiovascular, lymphatic, respiratory, urinary and reproductive systems will be covered. 
ENGL 	103 	40878 	  3.00 	Composition and Rhetoric III: Thematic Analysis Across Genres 	Online 	Daniel W Driscoll 	Lecture 	 	TBD 	ENGL 102  Minimum Grade: D  	Teaches terminology and rhetorical strategies of writing analytically about a theme as it appears in a variety of genres.  Advances students¿ development in the writing and research processes, in their rhetorical awareness of images and design, and in their understanding of how genres of writing (poetry, drama, fiction, nonfiction argumentative, investigative, academic, business, reportorial) shape meaning. Continues to promote their critical reading of challenging texts. Supports students in ongoing reflective analysis about writing and their writing development. 
ENGL 	103 	42641 	  3.00 	Composition and Rhetoric III: Thematic Analysis Across Genres 	Online 	Donald Albert Riggs 	Lecture 	 	TBD 	ENGL 102  Minimum Grade: D  	Teaches terminology and rhetorical strategies of writing analytically about a theme as it appears in a variety of genres.  Advances students¿ development in the writing and research processes, in their rhetorical awareness of images and design, and in their understanding of how genres of writing (poetry, drama, fiction, nonfiction argumentative, investigative, academic, business, reportorial) shape meaning. Continues to promote their critical reading of challenging texts. Supports students in ongoing reflective analysis about writing and their writing development. 
ANAT 	103 	40501 	  5.00 	Anatomy & Physiology III 	Center City 	Mary E Flynn 	Lecture 	05:00 pm - 06:50 pm 	M 	ANAT 102  Minimum Grade: D  	This course is a continuation of ANAT 101 &amp; 102.  This course is a general study of the structures and physiology of the human body.  Fundamental concepts of microscopic tissue structure, gross structures of organs and body system organization are taught.  The course consists of both lab and lecture material.  The lecture deals with the general principles.  While in the lab, the student participates with practical examination of microscopic sections, tissues, organs and the anatomical layout of various animal cadavers.  The cardiovascular, lymphatic, respiratory, urinary and reproductive systems will be covered. 
VSST 	104 	40193 	  2.00 	Accelerated Design I 	University City 	Mircea  Popescu 	Studio-Lecture 	09:00 am - 11:50 am 	MW 	 	This is an accelerated course offered as a substitute for VSST 101.  The work concentrates on two-dimensional space with a primary focus in black and white.  The course is 8 hours per week delivered in three weeks. 
VSST 	104 	40200 	  2.00 	Accelerated Design I 	University City 	John J Formicola 	Studio-Lecture 	09:00 am - 11:50 am 	MW 	 	This is an accelerated course offered as a substitute for VSST 101.  The work concentrates on two-dimensional space with a primary focus in black and white.  The course is 8 hours per week delivered in three weeks. 
VSST 	105 	40201 	  2.00 	Accelerated Design II 	University City 	Mircea  Popescu 	Studio-Lecture 	09:00 am - 11:50 am 	MW 	VSST 101  Minimum Grade: D </span><span> or VSST 104  Minimum Grade: D </span><span> or VSST 108  Minimum Grade: D  	This is an accelerated course offered as a substitute for VSST 102.  The work concentrates on color, expanding the two-dimensional vocabulary.  The course is 8 hours per week delivered in three weeks. 
JAPN 	105 	41335 	  3.00 	Japanese Writing II 	University City 	Hiromi  Koyama 	Lecture 	12:00 pm - 01:20 pm 	TR 	JAPN 104  Minimum Grade: C  	This course focuses on reading and writing in the Japanese language.  The course builds on lessons from Japanese Writing I. 
PHIL 	105 	41618 	  3.00 	Critical Reasoning 	University City 	Amy S Bush 	Lecture 	11:00 am - 12:20 pm 	TR 	   	Introduces and develops the skills involved in reasoning effectively about experience, and being able to distinguish strong arguments from weak ones. 
PHIL 	105 	40092 	  3.00 	Critical Reasoning 	University City 	Carol Anne Mele 	Lecture 	12:30 pm - 01:50 pm 	TR 	   	Introduces and develops the skills involved in reasoning effectively about experience, and being able to distinguish strong arguments from weak ones. 
VSST 	105 	40505 	  2.00 	Accelerated Design II 	University City 	John J Formicola 	Studio-Lecture 	09:00 am - 11:50 am 	MW 	VSST 101  Minimum Grade: D </span><span> or VSST 104  Minimum Grade: D </span><span> or VSST 108  Minimum Grade: D  	This is an accelerated course offered as a substitute for VSST 102.  The work concentrates on color, expanding the two-dimensional vocabulary.  The course is 8 hours per week delivered in three weeks. 
PHIL 	105 	41508 	  3.00 	Critical Reasoning 	University City 	Eric F Fleming 	Lecture 	05:00 pm - 06:20 pm 	TR 	   	Introduces and develops the skills involved in reasoning effectively about experience, and being able to distinguish strong arguments from weak ones. 
